InstitutionName	City	State	HighestDegree	Type	Region	ReligAffil	Urbanization	Urban	Tuition	SatAvg	MeanEarnings10Years	NumUndergrads	PctMale	PctFemale	MedHHInc	PctLowIncome	PctFedLoan	AttendanceCost	AvgFacSal	CompletionRate	NumGradStudents	ExpenditurePerStudent	AdmitRate	MedianDebt	TuitionCat	SatAvgCat	MeanEarnings10YearsCat	NumUndergradsCat	PctMaleCat	PctFemaleCat	MedHHIncCat	PctLowIncomeCat	PctFedLoanCat	AttendanceCostCat	AvgFacSalCat	CompletionRateCat	NumGradStudentsCat	ExpenditurePerStudentCat	AdmitRateCat	MedianDebtCat
University of Wisconsin-La Crosse	La Crosse	WI	Graduate	Public	Midwest	No	SmallCity	City	7092	1220	52500	9517	44.01	55.99	64374	14.41415313	54.92	17213	7160	0.7074	870	7026	0.7065	22613	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	3.High	2.Medium	1.Low	2.Medium	2.Medium
University of Wisconsin-Madison	Madison	WI	Graduate	Public	Midwest	No	LargeCity	City	13471	1365	68000	30360	48.64	51.36	71185.17	15.46886722	33.36	25497	12350	0.8722	11758	15500	0.5173	20500	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	1.Low	3.High	3.High	3.High	3.High	1.Low	1.Low
University of Wisconsin-Milwaukee	Milwaukee	WI	Graduate	Public	Midwest	No	LargeCity	City	8435	1120	48200	21027	48.09	51.91	65921.14	32.14775846	64.67	22226	8540	0.4429	4675	8644	0.7403	25000	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	2.Medium
University of Wisconsin-Oshkosh	Oshkosh	WI	Graduate	Public	Midwest	No	SmallCity	City	5558	1105	45600	10749	42.25	57.75	64650.08	23.90829694	63.29	18612	7276	0.5337	1313	8256	0.7084	22750	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium
University of Wisconsin-Parkside	Kenosha	WI	Graduate	Public	Midwest	No	Suburb.MedCity	Suburb	4919	1065	42600	3978	47.01	52.99	64274.59	36.83678626	54.38	16329	6576	0.3814	235	5793	0.6712	22025	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	1.Low	1.Low	2.Medium	1.Low	2.Medium	2.Medium
University of Wisconsin-Platteville	Platteville	WI	Graduate	Public	Midwest	No	Town.Distant	Town	6653	1150	51200	7786	65.36	34.64	61602.16	19.58833619	59.14	18553	6845	0.536	832	5226	0.8236	23000	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium
University of Wisconsin-River Falls	River Falls	WI	Graduate	Public	Midwest	No	Town.Distant	Town	6200	1135	44900	5570	37.2	62.8	69159.98	22.81262485	62.64	19471	7693	0.5654	409	6819	0.7507	21000	1.Low	2.Medium	2.Medium	3.High	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	1.Low
University of Wisconsin-Stevens Point	Stevens Point	WI	Graduate	Public	Midwest	No	Town.Distant	Town	6226	1120	43600	8161	47.1	52.9	62211.59	24.73829201	62.02	18368	6781	0.6209	315	7523	0.8329	23000	1.Low	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium
University of Wisconsin-Stout	Menomonie	WI	Graduate	Public	Midwest	No	Town.Distant	Town	6316	1135	48700	7445	57.31	42.69	65020.23	21.71775593	64.05	19477	7193	0.5822	1193	7151	0.9011	24000	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium
University of Wisconsin-Superior	Superior	WI	Graduate	Public	Midwest	No	Suburb.MedCity	Suburb	6129	1105	39800	2191	37.97	62.03	53835.5	33.69467028	58.82	18421	6476	0.3601	307	8143	0.776	23722	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High	2.Medium
University of Wisconsin-Whitewater	Whitewater	WI	Graduate	Public	Midwest	No	Town.Distant	Town	6986	1105	45800	11045	51.02	48.98	67955.05	21.83114279	64.25	17576	7528	0.5796	1337	6389	0.7578	24230	1.Low	2.Medium	2.Medium	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium
University of Wyoming	Laramie	WY	Graduate	Public	West	No	Town.Remote	Town	6084	1202	54200	9854	49.38	50.62	56061.18	30.15267176	49.47	19777	9846	0.567	2452	16027	0.9603	18498	1.Low	3.High	3.High	3.High	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	3.High	3.High	1.Low
Upper Iowa University	Fayette	IA	Graduate	Private.NonProfit	Midwest	No	Rural.Remote	Rural	9677	1063	45500	3524	39.13	60.87	57565.93	46.64127424	73.15	44206	5915	0.4308	651	5190	0.5047	23750	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	1.Low	3.High	3.High	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	2.Medium
Ursinus College	Collegeville	PA	Bachelors	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	18792	1231	61800	1406	49.22	50.78	77658.55	14.26229508	67.66	65942	8893	0.7873	0	13932	0.7087	27000	3.High	3.High	3.High	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	3.High	3.High	3.High	1.Low	3.High	2.Medium	3.High
Ursuline College	Pepper Pike	OH	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	18255	1102	50400	621	7.57	92.43	60856.87	39.73333333	91.03	43052	6000	0.4432	442	12522	0.9034	27120	3.High	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	3.High	3.High	3.High
Utah State University	Logan	UT	Graduate	Public	West	No	SmallCity	City	6483	1201	49600	21658	46.53	53.47	60534.36	37.19315646	28.84	18531	9214	0.4959	3052	10613	0.8905	14000	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	1.Low
Valdosta State University	Valdosta	GA	Graduate	Public	Southeast	No	SmallCity	City	6176	1076	41600	8404	36.91	63.09	57353.47	41.82670835	66.71	20699	6651	0.4181	2511	6998	0.626	25200	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	3.High	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	2.Medium	2.Medium
Valley City State University	Valley City	ND	Graduate	Public	Midwest	No	Town.Remote	Town	6134	1059	41700	1006	46.92	53.08	48927.68	25.78947368	65	17987	5966	0.4056	143	11129	0.737	20431	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium	1.Low	1.Low	2.Medium	1.Low	1.Low	1.Low	1.Low	2.Medium	2.Medium	1.Low
Valparaiso University	Valparaiso	IN	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	15375	1204	54400	3170	44.26	55.74	72576.06	24.64646465	67.66	51215	7612	0.71	587	11044	0.8931	27000	2.Medium	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High
Vanderbilt University	Nashville	TN	Graduate	Private.NonProfit	Southeast	No	LargeCity	City	25678	1514	86200	6840	48.68	51.32	76279.78	25.60240964	11.89	67392	13877	0.9363	5963	30574	0.0961	15000	3.High	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Vanguard University of Southern California	Costa Mesa	CA	Graduate	Private.NonProfit	West	Yes	MidCity	City	16707	1039	48800	1842	33.22	66.78	75891.29	38.26923077	91.55	44768	8314	0.6437	321	7423	0.4017	25000	3.High	1.Low	2.Medium	2.Medium	1.Low	3.High	3.High	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	1.Low	1.Low	2.Medium
Vassar College	Poughkeepsie	NY	Bachelors	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	28258	1442	61500	2436	41.26	58.74	80899.18	23.42465753	41.35	70900	12143	0.9193	0	35063	0.2458	17695	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Villanova University	Villanova	PA	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	28878	1407	87600	6819	46.46	53.54	90091.77	16.05002606	45.36	68057	11165	0.9091	4113	15398	0.2922	26000	3.High	3.High	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	3.High
Virginia Commonwealth University	Richmond	VA	Graduate	Public	Southeast	No	MidCity	City	12367	1172	49700	22497	40.09	59.91	72221.8	30.73898462	55.26	30452	9306	0.6708	7004	15671	0.8625	23250	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	3.High	3.High	3.High	3.High	2.Medium
Virginia Military Institute	Lexington	VA	Bachelors	Public	Southeast	No	Town.Distant	Town	14914	1226	65200	1685	87.06	12.94	73425.96	11.24031008	83.73	30600	8081	0.7792	0	14582	0.513	21625	2.Medium	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	3.High	2.Medium	2.Medium	3.High	1.Low	3.High	1.Low	1.Low
Virginia Polytechnic Institute and State University	Blacksburg	VA	Graduate	Public	Southeast	No	SmallCity	City	14364	1293	67100	27730	56.98	43.02	77607.85	17.80461372	40.08	26240	11660	0.8373	6872	12749	0.6485	22895	2.Medium	3.High	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low	2.Medium	3.High	3.High	3.High	3.High	2.Medium	2.Medium
Virginia State University	Petersburg	VA	Graduate	Public	Southeast	No	Suburb.LgCity	Suburb	5733	933	38400	3986	42.6	57.4	59119.77	48.16533108	90.03	22581	7349	0.3916	389	9961	0.9109	30000	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	3.High	3.High
Virginia Union University	Richmond	VA	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	11883	884	34200	1132	45.76	54.24	59784.74	54.21319797	76.85	30864	5014	0.329	359	6153	0.4375	31000	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	1.Low	1.Low	3.High
Virginia Wesleyan University	Virginia Beach	VA	Graduate	Private.NonProfit	Southeast	Yes	LargeCity	City	16089	1091	44100	1302	41.4	58.6	71508.51	31.84634449	76.12	49558	8290	0.5174	86	11192	0.7041	27000	3.High	2.Medium	1.Low	1.Low	2.Medium	2.Medium	3.High	2.Medium	3.High	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	3.High
Viterbo University	La Crosse	WI	Graduate	Private.NonProfit	Midwest	Yes	SmallCity	City	14187	1172	47400	1709	26.21	73.79	56953.94	20.76749436	73.52	38690	6661	0.6184	884	7725	0.758	25500	2.Medium	3.High	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	3.High	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium
Wabash College	Crawfordsville	IN	Bachelors	Private.NonProfit	Midwest	No	Town.Distant	Town	14777	1223	64000	881	100	0	66824.54	14.15929204	64.66	54600	8698	0.7063	0	16724	0.6497	27000	2.Medium	3.High	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	3.High
Waldorf University	Forest City	IA	Graduate	Private.ForProfit	Midwest	No	Town.Remote	Town	7199	1028	42400	2554	62.45	37.55	57010.8	36.31618195	63.27	33399	5181	0.2857	514	2741	0.7544	18191	1.Low	1.Low	1.Low	2.Medium	3.High	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	2.Medium	1.Low	2.Medium	1.Low
Walla Walla University	College Place	WA	Graduate	Private.NonProfit	West	Yes	Suburb.SmallCity	Suburb	17804	1114	50900	1604	49.81	50.19	59374.31	24.47761194	61.14	37494	5385	0.5682	201	11358	0.5077	27000	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	3.High
Walsh University	North Canton	OH	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	12313	1128	48300	1826	41.35	58.65	58552.19	24.18367347	79.44	41383	6034	0.585	752	7911	0.778	27000	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	1.Low	2.Medium	2.Medium	2.Medium	3.High	3.High
Warner University	Lake Wales	FL	Graduate	Private.NonProfit	Southeast	Yes	Rural.Fringe	Rural	11900	996	42500	896	54.35	45.65	52491.75	49.57746479	93.68	34001	5268	0.3194	206	2987	0.3539	26000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	3.High
Warren Wilson College	Swannanoa	NC	Graduate	Private.NonProfit	Southeast	No	Suburb.LgCity	Suburb	14350	1206	29500	635	36.22	63.78	70885.71	33.75796178	65.07	49588	5874	0.5234	84	12481	0.8559	25000	2.Medium	3.High	1.Low	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	2.Medium	1.Low	3.High	3.High	2.Medium
Wartburg College	Waverly	IA	Bachelors	Private.NonProfit	Midwest	Yes	Town.Distant	Town	15457	1143	50600	1468	46.53	53.47	58222.9	14.26380368	72.51	51820	6693	0.6743	0	9474	0.7571	27000	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High	1.Low	3.High	1.Low	2.Medium	2.Medium	3.High
Washington Adventist University	Takoma Park	MD	Graduate	Private.NonProfit	Northeast	Yes	Suburb.LgCity	Suburb	14910	958	46300	836	36	64	69837.96	42.44186047	67.62	32746	5463	0.3664	171	11092	0.5194	28000	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	3.High	3.High	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High
Washington and Lee University	Lexington	VA	Graduate	Private.NonProfit	Southeast	No	Town.Distant	Town	28486	1444	93300	1822	50.49	49.51	80995.13	10.91549296	23.78	67150	12568	0.9499	394	34773	0.2116	19500	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	1.Low	3.High	3.High	3.High	2.Medium	3.High	1.Low	1.Low
Washington State University	Pullman	WA	Graduate	Public	West	No	Town.Distant	Town	9648	1123	56600	25675	47.39	52.61	63710	35.90015932	42.16	25267	9888	0.5889	5380	10452	0.7719	20050	1.Low	2.Medium	3.High	3.High	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	1.Low
Washington University in St Louis	Saint Louis	MO	Graduate	Private.NonProfit	Midwest	No	Suburb.LgCity	Suburb	26447	1506	87900	7356	46.81	53.19	79298.58	18.69460113	18.35	71975	14960	0.9485	8101	127669	0.1503	16075	3.High	3.High	3.High	3.High	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	3.High	3.High	3.High	1.Low	1.Low
Watkins College of Art Design & Film	Nashville	TN	Graduate	Private.NonProfit	Southeast	No	LargeCity	City	39941	1084	42000	180	37.22	62.78	61067.78	40.51724138	56.67	38711	5812	0.3061	9	24507	0.7039	29250	3.High	2.Medium	1.Low	1.Low	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	2.Medium	3.High
Wayland Baptist University	Plainview	TX	Graduate	Private.NonProfit	Southwest	Yes	Town.Remote	Town	10382	1003	47200	3169	49.23	50.77	52818.65	45.23575639	73.8	30334	5305	0.236	1148	8896	0.9804	21619	2.Medium	1.Low	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	2.Medium	2.Medium	3.High	1.Low
Wayne State University	Detroit	MI	Graduate	Public	Midwest	No	LargeCity	City	11202	1127	52300	17114	43.39	56.61	61912.62	50.54945055	48.73	23848	10622	0.4696	9451	12596	0.7115	22500	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	1.Low	3.High	1.Low	3.High	3.High	2.Medium	2.Medium
Waynesburg University	Waynesburg	PA	Graduate	Private.NonProfit	Northeast	Yes	Town.Distant	Town	12116	1080	51200	1322	42.74	57.26	52961.26	18.92950392	81	34791	6976	0.6629	344	9597	0.9145	27000	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	3.High
Webber International University	Babson Park	FL	Graduate	Private.NonProfit	Southeast	No	Town.Fringe	Town	12384	981	40100	613	73.9	26.1	55372.47	38.94736842	75.14	39973	4585	0.269	81	3048	0.4012	25000	2.Medium	1.Low	1.Low	1.Low	3.High	1.Low	1.Low	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	2.Medium
Webster University	Saint Louis	MO	Graduate	Private.NonProfit	Midwest	No	Suburb.LgCity	Suburb	16848	1181	47900	2958	45.06	54.94	66464.45	36.23496108	67.97	42492	8686	0.5912	8348	8398	0.5614	23462	3.High	3.High	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	2.Medium	3.High	2.Medium	1.Low	2.Medium
Wellesley College	Wellesley	MA	Bachelors	Private.NonProfit	Northeast	No	Suburb.LgCity	Suburb	21583	1435	71800	2392	0	100	81018.79	26.90839695	18.57	69034	12404	0.9248	0	35202	0.1954	10600	3.High	3.High	3.High	2.Medium	1.Low	3.High	3.High	2.Medium	1.Low	3.High	3.High	3.High	1.Low	3.High	1.Low	1.Low
Wells College	Aurora	NY	Bachelors	Private.NonProfit	Northeast	No	Rural.Distant	Rural	13832	1138	39200	463	36.5	63.5	61992.22	30.6501548	87.14	54710	7012	0.6041	0	10771	0.7871	27000	2.Medium	2.Medium	1.Low	1.Low	1.Low	3.High	2.Medium	2.Medium	3.High	3.High	2.Medium	2.Medium	1.Low	2.Medium	3.High	3.High
Wentworth Institute of Technology	Boston	MA	Graduate	Private.NonProfit	Northeast	No	LargeCity	City	18575	1183	67300	4254	79.15	20.85	76699.8	19.82195846	71.12	50348	8743	0.6598	175	9827	0.7604	26000	3.High	3.High	3.High	2.Medium	3.High	1.Low	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	2.Medium	2.Medium	3.High
Wesley College	Dover	DE	Graduate	Private.NonProfit	Northeast	Yes	SmallCity	City	14819	925	45700	1163	44.88	55.12	70367.14	40.29075805	85.75	40607	5449	0.3178	122	8408	0.6182	31000	2.Medium	1.Low	2.Medium	1.Low	2.Medium	2.Medium	3.High	3.High	3.High	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High
Wesleyan College	Macon	GA	Graduate	Private.NonProfit	Southeast	Yes	MidCity	City	11015	1030	37600	557	0	100	57826.42	47.27272727	48.61	33765	6291	0.5164	40	12438	0.4787	24888	2.Medium	1.Low	1.Low	1.Low	1.Low	3.High	1.Low	3.High	1.Low	2.Medium	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium
West Chester University of Pennsylvania	West Chester	PA	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	9999	1130	51200	14249	40.92	59.08	74655.83	23.64539917	69.16	25586	9782	0.7471	2960	7546	0.7444	23593	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	1.Low	2.Medium	2.Medium	3.High	3.High	3.High	1.Low	2.Medium	2.Medium
West Liberty University	West Liberty	WV	Graduate	Public	Southeast	No	Rural.Fringe	Rural	6372	1050	39500	1994	36.66	63.34	46862	35.02994012	69.73	20933	6652	0.4673	301	5261	0.6936	23250	1.Low	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	1.Low	2.Medium	2.Medium
West Texas A & M University	Canyon	TX	Graduate	Public	Southwest	No	Town.Fringe	Town	7066	1090	46700	7368	42.11	57.89	51385.91	36.25105545	50.73	20269	7667	0.437	2653	5211	0.6488	20500	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	1.Low	2.Medium	1.Low	1.Low	2.Medium	1.Low	3.High	1.Low	2.Medium	1.Low
West Virginia State University	Institute	WV	Graduate	Public	Southeast	No	Suburb.MedCity	Suburb	4590	1023	33800	1781	44.47	55.53	48790.55	48.47161572	61.04	17397	5892	0.2923	121	6262	0.9439	22052	1.Low	1.Low	1.Low	2.Medium	2.Medium	2.Medium	1.Low	3.High	2.Medium	1.Low	1.Low	1.Low	1.Low	1.Low	3.High	2.Medium
West Virginia University	Morgantown	WV	Graduate	Public	Southeast	No	SmallCity	City	13773	1169	52700	20499	51.88	48.12	57483.6	28.07193811	55.87	21278	10123	0.5953	5709	11024	0.8161	23872	2.Medium	2.Medium	2.Medium	3.High	3.High	1.Low	1.Low	2.Medium	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium	3.High	2.Medium
West Virginia University Institute of Technology	Beckley	WV	Bachelors	Public	Southeast	No	SmallCity	City	9805	1170	52700	1295	59.07	40.93	43154.68	28.07193811	50.6	17166	7259	0.3368	0	7847	0.6065	23872	1.Low	2.Medium	2.Medium	1.Low	3.High	1.Low	1.Low	2.Medium	1.Low	1.Low	2.Medium	1.Low	1.Low	2.Medium	2.Medium	2.Medium
West Virginia Wesleyan College	Buckhannon	WV	Graduate	Private.NonProfit	Southeast	Yes	Town.Remote	Town	11806	1102	48800	1176	45.66	54.34	54372.93	26.90513219	92.9	44409	5951	0.4851	114	6945	0.7017	27000	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	3.High	3.High	1.Low	1.Low	1.Low	1.Low	2.Medium	3.High
Western Carolina University	Cullowhee	NC	Graduate	Public	Southeast	No	Town.Distant	Town	6205	1128	41300	9835	45.73	54.27	56230.92	32.27500597	66.57	21341	7827	0.6155	1612	7590	0.3966	22328	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	3.High	1.Low	1.Low	2.Medium
Western Colorado University	Gunnison	CO	Graduate	Public	West	No	Town.Remote	Town	10527	1095	43400	1940	59.48	40.52	68547.81	28.77030162	55.61	23409	6761	0.48	428	10409	0.8891	22980	2.Medium	2.Medium	1.Low	2.Medium	3.High	1.Low	2.Medium	2.Medium	2.Medium	1.Low	1.Low	1.Low	2.Medium	2.Medium	3.High	2.Medium
Western Illinois University	Macomb	IL	Graduate	Public	Midwest	No	Town.Remote	Town	7090	1037	47500	6754	48.3	51.7	67698	41.66866459	75.82	25686	9044	0.4629	1748	14464	0.5878	25000	1.Low	1.Low	2.Medium	3.High	3.High	1.Low	2.Medium	3.High	3.High	2.Medium	3.High	1.Low	3.High	3.High	1.Low	2.Medium
Western Kentucky University	Bowling Green	KY	Graduate	Public	Southeast	No	SmallCity	City	8365	1162	38600	13959	41.97	58.03	50387.75	37.57825622	56.34	20365	7424	0.4456	2426	8898	0.9721	23100	1.Low	2.Medium	1.Low	3.High	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	2.Medium	1.Low	3.High	2.Medium	3.High	2.Medium
Western Michigan University	Kalamazoo	MI	Graduate	Public	Midwest	No	SmallCity	City	12648	1107	50500	17519	51.5	48.5	69141.32	33.5106383	75.34	24825	9972	0.5263	4802	12140	0.811	26000	2.Medium	2.Medium	2.Medium	3.High	3.High	1.Low	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	3.High	3.High	3.High	3.High
Western New England University	Springfield	MA	Graduate	Private.NonProfit	Northeast	No	MidCity	City	20304	1160	61300	2746	62.78	37.22	76363.81	17.83707865	91.66	50234	9385	0.6033	1029	11406	0.8537	26000	3.High	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	1.Low	3.High	3.High	3.High	2.Medium	2.Medium	3.High	3.High	3.High
Western Washington University	Bellingham	WA	Graduate	Public	West	No	SmallCity	City	7734	1193	50600	15071	43.13	56.87	66707.46	31.95695146	42.84	23171	10023	0.6847	951	10167	0.8766	19000	1.Low	3.High	2.Medium	3.High	2.Medium	2.Medium	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High	2.Medium	2.Medium	3.High	1.Low
Westfield State University	Westfield	MA	Graduate	Public	Northeast	No	Suburb.LgCity	Suburb	8470	1086	48900	5110	45.01	54.99	72419.11	27.77382646	74.33	22566	9443	0.6342	718	8998	0.8605	23000	1.Low	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium
Westminster College (MO)	Fulton	MO	Bachelors	Private.NonProfit	Midwest	Yes	Town.Distant	Town	9358	1133	49800	712	55.62	44.38	62575.25	28.88888889	91.38	39961	6533	0.5753	0	7073	0.9446	27000	1.Low	2.Medium	2.Medium	1.Low	3.High	1.Low	2.Medium	2.Medium	3.High	2.Medium	1.Low	2.Medium	1.Low	1.Low	3.High	3.High
Westminster College (PA)	New Wilmington	PA	Graduate	Private.NonProfit	Northeast	Yes	Town.Fringe	Town	11949	1123	47200	1173	47.06	52.94	56138.86	20.49586777	81.93	48615	6880	0.727	71	10380	0.6642	27000	2.Medium	2.Medium	2.Medium	1.Low	2.Medium	2.Medium	1.Low	1.Low	3.High	3.High	1.Low	3.High	1.Low	2.Medium	2.Medium	3.High
Westminster College (UT)	Salt Lake City	UT	Graduate	Private.NonProfit	West	No	MidCity	City	18393	1185	58100	1946	40.29	59.71	70649.66	28.92459827	56.83	45119	8486	0.6055	509	12409	0.9292	24492	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	2.Medium	2.Medium	3.High	2.Medium	2.Medium	2.Medium	3.High	3.High	2.Medium
Westmont College	Santa Barbara	CA	Bachelors	Private.NonProfit	West	Yes	Suburb.MedCity	Suburb	21257	1249	58000	1266	38.86	61.14	78788.61	16.49899396	59.54	60930	7816	0.7478	0	16973	0.6241	23000	3.High	3.High	3.High	1.Low	1.Low	3.High	3.High	1.Low	2.Medium	3.High	2.Medium	3.High	1.Low	3.High	2.Medium	2.Medium
Wheaton College (IL)	Wheaton	IL	Graduate	Private.NonProfit	Midwest	Yes	Suburb.LgCity	Suburb	20289	1340	60500	2364	44.97	55.03	81885.15	15.78947368	55	47644	9269	0.8677	543	15993	0.8265	21896	3.High	3.High	3.High	2.Medium	2.Medium	2.Medium	3.High	1.Low	2.Medium	3.High	3.High	3.High	2.Medium	3.High	3.High	1.Low
